時間戳記,餐廳名稱,地區,時間?,類型,電話 ,地址,星級,星期一開嗎?,星期一的營業時間,星期二開嗎?,星期二的營業時間,星期三開嗎?,星期三的營業時間,星期四開嗎?,星期四的營業時間,星期五開嗎?,星期五的營業時間,星期六開嗎?,星期六的營業時間,星期日開嗎?,星期日的營業時間,低銷,訂位
12/23/2020 1:23:17,茗香園,公館地區,"中餐, 晚餐",中式,02-2365-8033,羅斯福路四段132號2F,3.3,是,"11:30~15:00, 17:00~21:30",是,"11:30~15:00, 17:00~21:30",是,"11:30~15:00, 17:00~21:30",是,"11:30~15:00, 17:00~21:30",是,"11:30~15:00, 17:00~21:30",是,11:30~21:30,是,11:30~21:30,有,有
12/23/2020 1:25:41,秀食屋,公館地區,"中餐, 晚餐",日式,02-2368-6386,羅斯福路四段78巷1弄13號,4.6,是,"11:30~14:00, 16:30~22:00",是,"11:30~14:00, 16:30~22:00",是,"11:30~14:00, 16:30~22:00",是,"11:30~14:00, 16:30~22:00",是,"11:30~14:00, 16:30~22:00",是,"11:30~14:00, 16:30~22:00",是,"11:30~14:00, 16:30~22:00",,
12/23/2020 1:30:03,阿母的店,偏鄉,晚餐,小吃,02-2732-0751,台北市大安區樂業街146號,4.1,是,"11:30~14:00, 17:00~20:30",是,"11:30~14:00, 17:00~20:30",是,"11:30~14:00, 17:00~20:30",是,"11:30~14:00, 17:00~20:30",是,"11:30~14:00, 17:00~20:30",是,"11:30~14:00, 17:00~20:30",否,,無,無
12/23/2020 1:32:09,希臘左巴,溫州街,,西式(非義式法式美式者),02-2363-3925,大安區羅斯福路三段283巷7弄16號,4.5,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,,無
12/23/2020 1:34:29,El Sabroso Mexican Food,公館地區,"中餐, 晚餐",西式(非義式法式美式者),02-2368-9599,汀州路三段107號之一,4.1,是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",,
12/23/2020 13:20:39,路易莎 Louisa Coffee,公館地區,"早餐, 中餐, 晚餐",咖啡廳, 02-2368-7791,台北市大安區新生南路三段100號,3.6,是,08:00~20:30,是,08:00~20:30,是,08:00~20:30,是,08:00~20:30,是,08:00~20:30,是,08:00~20:30,是,08:00~20:30,無,無
12/23/2020 13:23:45,丹堤咖啡 台大卓越店,公館地區,"早餐, 中餐, 晚餐",咖啡廳, 02-3365-2218,台大校內卓聯大樓,3.5,是,07:00~20:00,是,07:00~20:00,是,07:00~20:00,是,07:00~20:00,是,07:00~20:00,是,07:00~20:00,是,07:00~20:00,有,有
12/23/2020 13:26:23,cama café,公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2368-3055,台北市大安區羅斯福路三段325-2號,4.2,是,07:30~19:00,是,07:30~19:00,是,07:30~19:00,是,07:30~19:00,是,07:30~19:00,是,07:30~19:00,是,07:30~19:00,無,無
12/23/2020 13:28:28,Starbucks,公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2368-5629,台北市中正區羅斯福路四段26號,4,是,07:00~22:30,是,07:00~22:30,是,07:00~22:30,是,07:00~22:30,是,07:00~22:30,是,07:00~22:30,是,07:00~22:30,無,有
12/23/2020 13:30:01,STARBUCKS 星巴克 (辛亥門市),118巷,"早餐, 中餐, 晚餐",咖啡廳, 02-2738-5799,台北市大安區辛亥路二段175號,4.1,是,06:30~20:00,是,06:30~20:00,是,06:30~20:00,是,06:30~20:00,是,06:30~20:00,是,06:30~20:00,是,06:30~20:00,無,有
12/23/2020 13:32:21,葉子咖啡,公館地區,"中餐, 晚餐, 宵夜",咖啡廳,02-2363-4943,台北市大安區羅斯福路三段283巷14弄16-1號,3.9,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,有,有
12/23/2020 13:34:26,城市草倉 C-tea loft,公館地區,"中餐, 晚餐, 宵夜",咖啡廳,02-2366-0381,台北市大安區羅斯福路三段283巷19弄4號,4.7,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,有,有
12/23/2020 13:36:20,Apple Museum Cafe,溫州街,"中餐, 晚餐",咖啡廳,02-2363-6262,台北市大安區溫州街74巷3弄5號,4.8,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,否,,有,無
12/23/2020 13:37:46,Picnic野餐咖啡,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2368-7798,台北市大安區溫州街75號,4.4,是,13:00~23:00,是,13:00~23:00,是,13:00~23:00,是,13:00~23:00,是,13:00~23:00,是,13:00~23:00,是,13:00~23:00,有,有
12/23/2020 13:39:38,Aura微光咖啡,公館地區,"中餐, 晚餐, 宵夜",咖啡廳,02-8369-3577,台北市大安區羅斯福路三段269巷9號,4.2,是,12:30~22:00,是,12:30~22:00,是,12:30~22:00,是,12:30~22:00,是,12:30~22:00,是,12:30~22:00,是,12:30~22:00,有,有
12/23/2020 13:42:41,路上撿到一隻貓,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2364-2263,台北市大安區溫州街49巷2號,4,是,13:30~01:30,是,13:30~01:30,是,13:30~01:30,是,13:30~01:30,是,13:30~01:30,是,13:30~01:30,是,13:30~01:30,有,無
12/23/2020 13:44:25,Rebirth Cafe & Restaurant,溫州街,"中餐, 晚餐, 宵夜",咖啡廳, 02-2366-0985,台北市大安區溫州街48巷2號,4.3,是,14:00~02:00,是,14:00~02:00,是,14:00~02:00,是,14:00~02:00,是,14:00~02:00,是,14:00~02:00,是,14:00~02:00,有,有
12/23/2020 13:52:37,The Common,公館地區,"中餐, 晚餐",咖啡廳,02-2365-1860,台北市中正區羅斯福路四段138號3樓,4.6,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,有,有
12/23/2020 13:54:52,靈感咖啡,公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2363-1371,台北市大安區新生南路三段84之6號2F,4.6,是,10:30~19:00,是,10:30~19:00,否,,是,10:30~19:00,是,10:30~19:00,是,13:00~19:00,是,13:00~19:00,有,有
12/23/2020 13:56:46,Coffee Boy Hop Man,公館地區,"中餐, 晚餐, 宵夜",咖啡廳,02-2367-9802,台北市大安區羅斯福路三段283巷36號,4.8,否,,是,12:30~00:00,是,12:30~00:00,是,12:30~00:00,是,12:30~00:00,是,12:30~00:00,是,12:30~19:00,有,有
12/23/2020 13:58:43,歐克法咖啡 unicofa coffee,118巷,"早餐, 中餐",咖啡廳,02-2378-0175,台北市大安區辛亥路二段171巷6弄10號,4.8,是,07:30~17:30,是,07:30–17:30,是,07:30–17:30,是,07:30–17:30,是,07:30–17:30,是,12:30–17:30,否,,有,有
12/23/2020 14:01:04,半路咖啡,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2362-5573,台北市大安區羅斯福路三段269巷51弄9號,4.4,是,14:00~00:00,否,,是,14:00~00:00,是,14:00~00:00,是,14:00~00:00,是,14:00~00:00,是,14:00~00:00,有,有
12/23/2020 14:02:34,BeansLab coffee 豆研咖啡館,118巷,"早餐, 中餐, 晚餐",咖啡廳,02-2739-6600,台北市大安區辛亥路二段171巷6弄6號,4.7,是,09:00~18:00,是,09:00~18:00,是,09:00~18:00,是,09:00~18:00,是,09:00~18:00,是,09:00~18:00,否,,有,有
12/23/2020 14:04:05,暖時光咖啡 Warm Up Cafe,偏鄉,"中餐, 晚餐, 宵夜",咖啡廳,02-2365-5653,台北市大安區泰順街16巷4號,4.2,是,13:00~03:00,是,13:00~03:00,是,13:00~03:00,是,13:00~03:00,是,13:00~03:00,是,13:00~03:00,是,13:00~03:00,有,有
12/23/2020 14:05:41,喜鵲咖啡,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2362-8690,台北市大安區羅斯福路三段269巷74號,4.3,是,13:00~22:45,是,13:00~22:45,是,13:00~22:45,是,13:00~22:45,是,13:00~22:45,是,13:00~22:45,是,13:00~22:45,有,有
12/23/2020 14:08:16,微迷野林咖啡廳・Wildmii Safari Showroom,溫州街,"中餐, 晚餐",咖啡廳,02-2362-0723,台北市大安區溫州街48巷24號,4.5,是,12:00~21:00,是,12:00~18:00,是,12:30~18:00,是,12:00~21:00,是,12:30~18:00,是,11:00~21:00,是,11:00~21:00,有,有
12/23/2020 14:09:36,INTERMISSION 中場休息 Cafe',公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2368-6831,台北市中正區汀州路三段149號1樓,5,否,,是,11:00–23:00,是,11:00–23:00,是,11:00–23:00,是,11:00–23:00,是,11:00–23:00,是,11:00–23:00,有,有
12/23/2020 14:11:00,Cafe Bastille,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-3365-2775,台北市大安區溫州街91號,4,是,12:00–00:00,是,12:00–00:00,是,12:00–00:00,是,12:00–00:00,是,12:00–00:00,是,11:00–00:00,是,11:00–00:00,有,有
12/23/2020 14:12:45,Mimi's Cafe米米咖啡,公館地區,"中餐, 晚餐, 宵夜",咖啡廳,02-2365-2366,台北市中正區區羅斯福路三段284巷15號,4.5,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~23:00,是,10:00~22:00,是,10:00~22:00,有,有
12/23/2020 14:14:16,RUFOUS COFFEE ROASTERS,118巷,"中餐, 晚餐",咖啡廳,02-2736-6880,台北市大安區復興南路二段339號,4.6,是,13:00~21:30,是,13:00~21:30,是,13:00~21:30,否,,是,13:00~21:30,是,13:00~21:30,是,13:00~21:30,有,有
12/23/2020 14:15:49,海豚飯店,溫州街,"晚餐, 宵夜",酒吧,0952-094-148,台北市大安區溫州街58巷6號對面,4.7,否,,否,,是,19:30~02:00,是,19:30~02:00,是,19:30~02:00,是,19:30~02:00,是,19:30~02:00,有,有
12/23/2020 14:18:29,BS mix,公館地區,"中餐, 晚餐, 宵夜",酒吧,02-2367-8396,台北市中正區汀州路三段293號,4.4,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,是,11:00~02:00,是,11:00~02:00,是,11:00~01:00,有,有
12/23/2020 14:20:06,James Joyce Irish Bar,公館地區,"晚餐, 宵夜",酒吧,02-2368-7060,台北市中正區羅斯福路三段278號,4.4,是,16:30~02:00,是,16:30~02:00,是,16:30~02:00,是,16:30~02:00,是,16:30~02:30,是,16:30~02:30,是,16:30~02:00,有,有
12/23/2020 14:21:55,The Shrine,偏鄉,"晚餐, 宵夜",酒吧,02-2367-5540,台北市大安區師大路132號,4.5,是,16:00~02:00,是,16:00~02:00,是,16:00~02:00,是,16:00~02:00,是,16:00~02:00,是,16:00~02:00,是,16:00~02:00,有,有
12/23/2020 14:23:27,The Misanthrope Society 厭世會社,公館地區,"晚餐, 宵夜",酒吧,02-2365-4535,台北市中正區羅斯福路四段40巷1-2號,4.7,是,14:00~01:00,是,14:00~01:00,是,14:00~01:00,是,14:00~01:00,是,14:00~01:30,是,14:00~01:30,是,14:00~01:00,有,有
12/23/2020 14:24:40,窖父 Hide Out,公館地區,"晚餐, 宵夜",酒吧,02-2362-5805,台北市中正區羅斯福路四段24巷13號,4.1,是,20:00~02:00,是,20:00~02:00,是,20:00~02:00,是,20:00~02:00,是,20:00~02:00,是,20:00~02:00,是,20:00~02:00,有,有
12/23/2020 14:26:16,89 LOOP Sports Bar美式餐酒館,公館地區,"晚餐, 宵夜",酒吧,02-2365-6597,台北市中正區羅斯福路四段134號2樓,4.9,是,19:00~04:00,是,19:00~04:00,是,19:00~04:00,是,19:00~04:00,是,19:00~04:00,是,19:00~04:00,是,19:00~04:00,有,有
12/23/2020 14:27:48,劑院 Dose cuisine & malt,偏鄉,"晚餐, 宵夜",酒吧,02-2341-2859,台北市大安區愛國東路18號,4.3,是,18:00~01:00,否,,是,18:00~01:00,是,18:00~01:00,是,18:00~02:00,是,18:00~02:00,是,18:00~01:00,有,有
12/23/2020 14:29:30,素德蔬食,溫州街,"中餐, 晚餐",素食,02-2363-5689,台北市大安區羅斯福路三段283巷21號,4.5,是,"11:00~14:00,17:00~19:30",是,"11:00~14:00,17:00~19:30",是,"11:00~14:00, 17:00~19:30",是,"11:00~14:00,17:00~19:30",是,"11:00~14:00,17:00~19:30",是,"11:00~14:00,17:00~19:30",是,"11:00~14:00,17:00~19:30",無,無
12/23/2020 14:31:05,卡帛素食,118巷,"早餐, 中餐, 晚餐",素食,02-2733-6819,台北市大安區復興南路二段308巷5號,4.2,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~22:00,是,08:00~21:30,無,有
12/23/2020 14:32:29,好想吃冰,溫州街,"中餐, 晚餐",素食,02-2366-0115,台北市大安區溫州街80號,4.3,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,有,有
12/23/2020 14:33:58,Ooh Cha Cha 自然食,118巷,"中餐, 晚餐",素食,02-2737-2994,台北市大安區和平東路二段118巷4-1號,4.4,是,10:00~22:00,是,10:00~22:00,是,10:00~22:00,是,10:00~22:00,是,10:00~22:00,是,10:00~22:00,是,10:00~22:00,無,有
12/23/2020 14:35:10,彩椒廚房,溫州街,,素食,02-2368-3677,台北市大安區溫州街74巷5弄1號,3.7,是,"11:00~13:45,17:00~20:20",是,"11:00~13:45,17:00~20:20",是,"11:00~13:45, 17:00~20:20",是,"11:00~13:45,17:00~20:20",是,"11:00~13:45,17:00~20:20",是,"11:00~13:45,17:00~20:20",是,"11:00~13:45,17:00~20:20",無,無
12/23/2020 19:37:01,十二巷,公館地區,"中餐, 晚餐",日式,02-2368-1922,羅斯福路四段12巷1號,3.9,是,"11:00~15:00, 16:30~22:00",是,"11:00~15:00, 16:30~22:00",是,"11:00~15:00, 16:30~22:00",是,"11:00~15:00, 16:30~22:00",是,"11:00~15:00, 16:30~22:00",是,"11:00~15:00, 16:30~22:00",是,"11:00~15:00, 16:30~22:00",無,有
12/23/2020 19:45:21,極麵屋,公館地區,"中餐, 晚餐",日式,02-2364-8859,羅斯福路四段136巷6弄2號,3.9,是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",,
12/23/2020 19:48:43,Mr.拉麵野崎家,公館地區,"中餐, 晚餐",日式,02-2367-9060,羅斯福路三段316巷9弄2號,3.7,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,,
12/23/2020 19:48:50,LOUISA COFFEE 路易莎咖啡 (台大店),公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2368-7791,106台北市大安區新生南路三段100號,3.6,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,有,無
12/23/2020 19:51:33,京阪豚骨拉麵,公館地區,"中餐, 晚餐",日式,02-2364-0605,羅斯福路四段136巷6弄6號,4,是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",,有
12/23/2020 20:00:04,鷹流極匠拉麵,公館地區,"中餐, 晚餐",日式,,汀州路三段104巷4號,4,是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",有,
12/23/2020 20:19:03,山嵐拉麵,公館地區,"中餐, 晚餐",日式,02-2369-0122,羅斯福路四段136巷1弄13號,4.4,是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",有,
12/23/2020 20:24:36,麥子磨麵,溫州街,"中餐, 晚餐",小吃,02-2364-8685,羅斯福路三段283巷22號,3.8,是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",,
12/23/2020 20:31:24,真劍拉麵,偏鄉,"中餐, 晚餐",日式,,師大路126巷1號,4.4,是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",,
12/23/2020 20:35:44,墨洋拉麵,公館地區,,,,羅斯福路四段136巷10號,4.2,是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",,
12/23/2020 20:40:10,麵屋壹の穴 ICHI,118巷,"中餐, 晚餐",日式,02-2711-4319,延吉街137巷22號,4.2,否,,是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",有,有
12/23/2020 20:45:52,裸湯拉麵,118巷,"中餐, 晚餐",日式,02-8771-4670,敦化南路一段238巷1號,4.3,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,有,無
12/23/2020 20:50:29,雞二拉麵 師大店,偏鄉,"中餐, 晚餐",日式,02-2362-8672,羅斯福路三段139號,4,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,否,,,
12/23/2020 20:56:14,小川拉麵,118巷,"中餐, 晚餐",日式,02-2703-7713,復興南路二段190號,4.2,是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",,
12/23/2020 21:05:18,阿里媽媽,公館地區,"中餐, 晚餐",咖哩,02-2368-7724,羅斯福路四段136巷1弄3號,4.2,是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",有,有
12/23/2020 21:11:25,稻咖喱,溫州街,晚餐,咖哩,02-2363-7439,溫州街79號,4.5,否,,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,無,有
12/23/2020 21:15:38,咖哩先生,溫州街,"中餐, 晚餐",咖哩,0930-773-073,新生南路三段70巷6號後棟,4.3,否,,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,無,有
12/23/2020 21:19:14,厚宅,118巷,"中餐, 晚餐",咖哩,02-8782-6080,辛亥路二段169號,4.3,是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",否,,,無
12/23/2020 21:26:02,狂愛咖哩,公館地區,"中餐, 晚餐",咖哩,02-6362-6066,汀州路三段253號,3.1,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,有
12/23/2020 21:28:05,三時午,公館地區,"中餐, 晚餐",咖哩,0955-698-760,水源市場,4.5,否,,是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",否,,無,無
12/23/2020 21:32:13,銀兔湯咖哩,偏鄉,"中餐, 晚餐",咖哩,02-2369-7331,浦城街13巷4號,4.7,是,"11:30~14:30, 17:30~20:30",否,,否,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",,
12/23/2020 21:40:36,丹堤咖啡 台大卓越店,公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-3365-2218,106台北市大安區羅斯福路四段1號,3.5,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,有,無
12/23/2020 21:42:10,No name咖哩,溫州街,"中餐, 晚餐",咖哩,02-2369-1703,新生南路三段68-2號,4.5,是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",否,,是,"11:00~14:00, 16:00~20:00",有,無
12/23/2020 21:42:41,葉子,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2363-4943,10673台北市大安區羅斯福路三段283巷14弄16-1號,3.9,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,有,無
12/23/2020 21:44:41,城市草倉,溫州街,"中餐, 晚餐",咖啡廳,02-2366-0381,106台北市大安區羅斯福路三段283巷19弄4號,4.7,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,有,無
12/23/2020 21:47:43,三個傻瓜,溫州街,"中餐, 晚餐",咖哩,02-2369-9966,羅斯福路三段283巷28號,4.3,是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,11:30~21:30,是,11:30~21:30,,有
